773933578845581312,227968650,1
36902992,1515812534,1
713276866187173888,3221813461,1
769478533311791104,347294614,2
956107431897194496,786918255004909572,1
904333846874869763,814834279666634752,2
998600447609987072,1037242993428897792,2
805902899603705857,2356778578,5
2997255540,938827100320157697,3
805902899603705857,3061291442,2
41096337,32202665,1
17837725,454577375,1
1096814303028613120,885105124728860673,4
4726729877,786918255004909572,1
83203920,514082785,1
1100097309747146752,454847587,1
974404361748209666,893435335774011392,1
1083967172827848704,3277348927,4
2997255540,712258693765734404,3
1030482792864460800,982853276,2
2353154171,114894966,7
974404361748209666,933364058140667905,1
820302838240714753,3191907528,4
2997255540,596521047,3
3035153498,358254308,5
2982096408,15961307,1
713276866187173888,114894966,3
2997255540,1028364246508339200,18
978606266040938496,2871405720,7
2463134254,748252780649938944,2
1030365290184486912,3191907528,1
31875851,15969329,4
2997255540,61234777,2
2243525553,191633906,1
749730763,2438376520,1
31799132,232112113,1
31875851,514082785,11
2463134254,2946300174,1
939645668,15969329,1
3195550316,1028364246508339200,1
1095084695182807040,47181372,22
1095084695182807040,2976804535,29
1475972148,1042040671421558789,17
1103790954820091904,908044295994839040,1
967848183845064707,269883253,2
1475972148,1940560194,4
4220177001,1093204923037220864,1
2997255540,2256455062,18
1043028013347037184,786918255004909572,1
1522205803,800091805,1
1103790954820091904,1102227619909681152,1
541094620,545311587,1
49976341,15961307,3
17837725,2564860412,1
938528780196474880,916762679368437760,1
805902899603705857,17757746,1
2982096408,3069212042,4
769478533311791104,358254308,2
2214204110,604710599,5
2997255540,941739560748371970,13
1475972148,2758881883,3
17837725,1079381289088811008,1
966773765295280128,302971361,2
1475972148,15969329,8
1090884706692943873,454577375,1
939645668,125292842,1
3718375692,514082785,2
2997255540,824729488185577472,2
1475972148,2976804535,31
2997255540,998209481447223298,9
1475972148,2950230882,1
1436411,347294614,3
1103790954820091904,917451193,2
2997255540,780089451682955264,1
730004574300450816,3735469043,2
475947479,3180190236,1
1475972148,514082785,15
1475972148,2579273666,7
1083967172827848704,17061263,3
4013862134,982853276,1
939645668,1343981898,4
966773765295280128,47181372,2
1436411,17757746,6
17837725,748252780649938944,2
1436411,3035153498,1
3117994897,347294614,16
2353154171,933990392,4
939645668,514082785,8
2959452224,17757746,1
3117925930,103855823,1
3034575061,2356778578,5
2997255540,729023173119840256,1
3904729460,514082785,1
814169956879364096,1042047727,11
1551828343,735426680458743808,2
797340810429792256,2613600559,1
977123571746201601,3615553154,1
880036914945982464,2281249544,1
17837725,1343981898,2
805902899603705857,33662603,1
43504773,1642922492,1
2997255540,59549458,5
92628670,623467710,3
1533879428,1439362140,1
4013862134,2211143438,1
797340810429792256,2378420911,1
2463134254,977910250132135938,2
92628670,955180898,9
905710385298276352,332263566,1
891284444396564480,895201189163347968,1
4252949559,908291790,1
1090884706692943873,40062515,1
926853382777819137,786918255004909572,1
92628670,953694150783848448,2
17837725,347294614,1
2997255540,4664996908,8
962400631142207498,2871405720,1
1103716203372208128,2927006372,1
126777840,786918255004909572,1
797340810429792256,3735469043,1
4244120529,938827100320157697,1
3550976515,39027845,3
92628670,490583641,3
2997255540,2203247915,5
968178242799722496,1136566956,30
288672802,47181372,1
2997255540,1042047727,2
1533879428,1940560194,1
341507475,2993740814,5
2997255540,3277348927,24
838388579139190785,999196231132950528,1
2353154171,949502250,3
968178242799722496,114894966,12
1676302411,2976804535,5
973541824940961794,2976804535,4
2579273666,17757746,1
2997255540,38816847,1
1244472266,23821691,1
116507597,848511075935039492,848
116507597,18474156,244
116507597,450429467,607
116507597,14637199,1327
1080922207142985729,2993740814,7
1077908499160616960,3197759772,3
968178242799722496,759984741546389504,1
734715805372452865,559290092,1
999331811007303684,3003707948,1
49436658,80253265,1
2916501186,514082785,1
2692352492,2871405720,1
2353154171,13197402,3
3034575061,353785044,1
905710385298276352,514082785,3
838388579139190785,845296160986288133,1
2421890423,454577375,1
968178242799722496,23580789,8
369063708,1707217856,1
2670280243,13197402,2
78238474,3191907528,2
260760581,786918255004909572,1
714159932371767297,3905393058,1
1082631871006158848,17757746,1
953331708,786918255004909572,1
49436658,3615553154,11
145145140,17061263,2
1533879428,977910250132135938,3
14113097,936268998194409472,1
49436658,2975155316,3
537616266,786918255004909572,1
805902899603705857,47181372,2
996243428,2999324034,1
346634083,17061263,2
1533879428,3255805308,1
1065032694994735104,729023173119840256,1
812004435509571586,1090650689380986882,2
39444319,742725456793899008,3
966773765295280128,358254308,1
968178242799722496,949502250,3
49436658,1940560194,4
3996791795,949502250,1
3427715952,191633906,1
938528780196474880,18474156,1
2224603962,32202665,1
968178242799722496,434191277,6
974404361748209666,1022884023117508608,1
968178242799722496,933990392,9
49436658,1475972148,2
1082631871006158848,1439362140,7
3550976515,3227412542,1
2353154171,3265918610,1
35852294,1343597431,1
2665312634,15969329,1
714789486,848511075935039492,4
49436658,15969329,3
